principio_activo,unidad_de_dispensacion,concentracion,unidad_base,nombre_comercial,fabricante,precio_por_tableta,factoresprecio
Quetiapina,Tableta,Quetiapina 200 mg,mg,Seroquel,Astrazeneca,2733.0,Bajo
Quetiapina,Tableta,Quetiapina 200 mg,mg,Seroquel,Astrazeneca,2715.606325,Alto
Quetiapina,Tableta,Quetiapina 300 mg,mg,Seroquel,Astrazeneca,4100.0,Medio
Quetiapina,Tableta,Quetiapina 300 mg,mg,Seroquel,Astrazeneca,4068.327666,Alto
Betametasona + Clotrimazol + Gentamicina,Tubo,"Betametasona 0,05 g + Clotrimazol 0,05 g + Gentamicina 0,05 g",g,Corticol,Gimed,14585.0,Alto
Betametasona + Clotrimazol + Gentamicina,Tubo,"Betametasona 0,05 g + Clotrimazol 1 g + Gentamicina 0,1 g",g,Corticol,Gimed,17224.0,Bajo
Clindamicina Y Ketoconazol,Capsula,Clindamicina 100 mg + Ketoconazol 400 mg,mg,Bexon Duo,Monte Verde,13824.759,Medio
Clindamicina Y Ketoconazol,Capsula,Clindamicina 100 mg + Ketoconazol 400 mg,mg,Bexon Duo,Monte Verde,8039.225,Medio
Clindamicina Y Ketoconazol,Capsula,Ketoconazol 400 mg + Clindamicina 100 mg,mg,Bexon Duo,Monte Verde,15233.4,Medio
Itraconazol,Capsula,Itraconazol 100 mg,mg,Itrol,Suiphar,937.5,Medio
Pantoprazol,Tableta,Pantoprazol 40 mg,mg,Pantoprazol,La Sante,3250.970698,Medio
Pantoprazol,Tableta,Pantoprazol 40 mg,mg,Pantoprazol,La Sante,216.5881049,Bajo
Vancomicina,Vial,Vancomicina 500 mg,mg,Vanbiotic,Vitalis,10000.0,Alto
Vancomicina,Vial,Vancomicina 500 mg,mg,Vanbiotic,Vitalis,6775.310183,Alto
Yodopovidona,Frasco,Yodopovidona 10 g,ml,Soluvidona,Labquifar,4000.0,Bajo
Yodopovidona,Frasco,Yodopovidona 10 g,ml,Soluvidona,Labquifar,5670.949721,Medio
Yodopovidona,Frasco,Yodopovidona 10 g,ml,Soluvidona,Labquifar,2737.987942,Bajo
Levetiracetam,Vial,Levetiracetam 100 mg,ml,Keppra,Glaxosmithkline,23700.0,Medio
Levetiracetam,Vial,Levetiracetam 100 mg,ml,Keppra,Glaxosmithkline,21034.12842,Medio
Meloxicam,Tableta,Meloxicam 15 mg,mg,Leuxicam,Bremymg,1167.378731,Medio
Nitazoxanida,Tableta,Nitazoxanida 500 mg,mg,Larvisol,Armofar,3370.853713,Medio
Betametasona,Tubo,"Betametasona 0,05 g",g,Betametasona,American Generics,4681.188144,Medio
Betametasona,Tubo,"Betametasona 0,05 g",g,Betametasona,American Generics,2037.37246,Bajo
Clorhexidina,Frasco,"Clorhexidina 2,3 %",ml,Wescohex,Electrowest,4140.323502,Alto
Clorhexidina,Frasco,"Clorhexidina 2,3 %",ml,Wescohex,Electrowest,2693.137255,Medio
Clorhexidina,Frasco,"Clorhexidina 2,3 g",ml,Wescohex,Electrowest,6275.495066,Bajo
Clorhexidina,Frasco,"Clorhexidina 2,3 g",ml,Wescohex,Electrowest,4750.0,Bajo
Clorhexidina,Frasco,"Clorhexidina 2,3 g",ml,Wescohex,Electrowest,12849.0,Medio
Clorhexidina,Frasco,"Clorhexidina 2,3 g",ml,Wescohex,Electrowest,13194.2,Medio
Clorhexidina,Bolsa,"Clorhexidina 2,3 %",ml,Wescohex,Electrowest,2309.779933,Bajo
Clorhexidina,Bolsa,"Clorhexidina 2,3 %",ml,Wescohex,Electrowest,2154.022059,Bajo
Clorhexidina,Bolsa,"Clorhexidina 2,3 %",ml,Wescohex,Electrowest,2618.170007,Medio
Clorhexidina,Bolsa,"Clorhexidina 2,3 %",ml,Wescohex,Electrowest,2633.994872,Medio
Clorhexidina,Bolsa,"Clorhexidina 2,3 %",ml,Wescohex,Electrowest,3492.703667,Medio
Clorhexidina,Bolsa,"Clorhexidina 2,3 %",ml,Wescohex,Electrowest,6200.0,Alto
Guayacolato De Glicerilo Y Bromhexina,Frasco,"Guayacolato De Glicerilo 0,04 g + Bromhexina 1 g",ml,Efrimel Jarabe Niños,Gimed,10396.0,Medio
Mesalazina,Tableta,Mesalazina 500 mg,mg,Mesax,Labinco,288.6221739,Alto
Acetaminofen Y Codeina,Capsula,Acetaminofen 325 mg + Codeina Fosfato 30 mg,mg,Acetaminofen + Codeina,Colmed,999.2594822,Medio
Acetaminofen Y Codeina,Capsula,Codeina Fosfato 30 mg + Acetaminofen 325 mg,mg,Acetaminofen + Codeina,Colmed,800.0,Alto
Acetaminofen Y Codeina,Capsula,Codeina Fosfato 30 mg + Acetaminofen 325 mg,mg,Acetaminofen + Codeina,Colmed,789.5279684,Medio
Trimebutina,Tableta,Trimebutina 200 mg,mg,Trimebutina,Genfar,506.9847614,Medio
Trimebutina,Tableta,Trimebutina 200 mg,mg,Trimebutina,Genfar,153.6829497,Bajo
Loratadina,Tableta,Loratadina 10 mg,mg,Loratadina,Best,311.1,Medio
Loratadina,Tableta,Loratadina 10 mg,mg,Loratadina,Best,96.6,Medio
Hidroxido De Aluminio + Hidroxido De Magnesio + Simeticona,Frasco,"Simeticona 0,4 g + Hidroxido De Aluminio 4 g + Hidroxido De Magnesio 4 g",ml,Simetil,Best,14345.41731,Medio
Hidroxido De Aluminio + Hidroxido De Magnesio + Simeticona,Frasco,"Hidroxido De Magnesio 4 10 + Simeticona 0,4 50 + Hidroxido De Aluminio 4 g",ml,Simetil,Best,14141.89686,Medio
Hidroxido De Aluminio + Hidroxido De Magnesio + Simeticona,Frasco,"Hidroxido De Magnesio 4 10 + Simeticona 0,4 50 + Hidroxido De Aluminio 4 g",ml,Simetil,Best,5709.090909,Medio
Losartan Y Amlodipino,Capsula,"Losartan 50 mg + Amlodipino 2,5 mg",mg,Aramax,Mega Labs,2892.163522,Alto
Losartan Y Amlodipino,Capsula,"Losartan 50 mg + Amlodipino 2,5 mg",mg,Aramax,Mega Labs,1207.990698,Alto
Losartan Y Amlodipino,Capsula,Amlodipino 5 mg + Losartan 100 mg,mg,Aramax,Mega Labs,4028.208982,Bajo
Losartan Y Amlodipino,Capsula,Amlodipino 5 mg + Losartan 100 mg,mg,Aramax,Mega Labs,1723.582076,Bajo
Hidrocortisona,Frasco,"Hidrocortisona 0,5 g",ml,Cortisolona,Labquifar,5939.835339,Medio
Hidrocortisona,Frasco,"Hidrocortisona 0,5 g",ml,Cortisolona,Labquifar,3847.288494,Medio
Dienogest Y Etinilestradiol,Tableta,"Etinilestradiol 0,03 mg + Dienogest 2 mg",mg,Bellaface,Lafrancol,590.8571429,Bajo
Dienogest Y Etinilestradiol,Tableta,"Etinilestradiol 0,03 mg + Dienogest 2 mg",mg,Bellaface,Lafrancol,567.6267101,Alto
Levotiroxina Sodica,Tableta,"Levotiroxina Sodica 0,112 mg",mg,Tiroxin,Siegfried,895.1030769,Medio
Levotiroxina Sodica,Tableta,"Levotiroxina Sodica 0,112 mg",mg,Tiroxin,Siegfried,388.7037037,Medio
Neomicina + Polimixina + Dexametasona,Frasco,"Polimixina B Sulfato 6,6 66 + Dexametasona 1 mg + Neomicina 3,5 mg",ml,Trivisiol,Gruinfacol,1366.2,Medio
Acetaminofen + Fenilefrina + Cetirizina,Frasco,"Fenilefrina 0,1 3 + Cetirizina 0,05 g + Acetaminofen 6,5 g",ml,Chalver Fluzetrin,Chalver,27000.0,Medio
Acetaminofen + Fenilefrina + Cetirizina,Frasco,"Fenilefrina 0,1 3 + Cetirizina 0,05 g + Acetaminofen 6,5 g",ml,Chalver Fluzetrin,Chalver,27000.0,Medio
Acetaminofen Combinaciones,Capsula,Acetaminofen Combinaciones,mg,Bemucol,Gc Farma,312.3579545,Bajo
Levotiroxina Sodica,Tableta,"Levotiroxina Sodica 0,088 mg",mg,Tiroxin,Siegfried,350.9734789,Medio
Levotiroxina Sodica,Tableta,"Levotiroxina Sodica 0,088 mg",mg,Tiroxin,Siegfried,745.1352577,Medio
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Acetaminofen,Pentacoop,59.80869214,Bajo
Bromhexina Y Guayacolato De Glicerilo,Frasco,Bromhexina Clorhidrato 80 mg + Guayacolato De Glicerilo 2 g,ml,Mucomed Tos,Kevipharma,7732.080773,Medio
Trimebutina,Sobre,Trimebutina 300 mg,g,Muvett Flora,Procaps,5454.545455,Medio
Trimebutina,Sobre,Trimebutina 300 mg,g,Muvett Flora,Procaps,3987.90287,Medio
Melatonina,Tableta,Melatonina 3 mg,mg,Melatonina,Funat,411.0124063,Alto
Trimebutina,Tableta,Trimebutina 300 mg,mg,Trimebutina,Colmed,2349.470672,Medio
Trimebutina,Tableta,Trimebutina 300 mg,mg,Trimebutina,Colmed,550.0419815,Medio
Nebivolol,Tableta,Nebivolol 5 mg,mg,Nabila,Monte Verde,1710.642857,Medio
Nebivolol,Tableta,Nebivolol 5 mg,mg,Nabila,Monte Verde,612.9823026,Medio
Lamotrigina,Tableta Masticable,Lamotrigina 100 mg,mg,Lamotrigina,Humax,1000.037175,Bajo
Lamotrigina,Tableta Masticable,Lamotrigina 100 mg,mg,Lamotrigina,Humax,174.1924822,Medio
Lamotrigina,Tableta,Lamotrigina 50 mg,mg,Lamotrigina,Humax,437.4147583,Bajo
Lamotrigina,Tableta,Lamotrigina 50 mg,mg,Lamotrigina,Humax,133.5902149,Bajo
Betametasona Y Antibioticos,Tubo,"Gentamicina 0,1 g + Clotrimazol 1 g + Betametasona 0,05 g",g,Limpiaderm Crema,Lg Pharma,4200.0,Medio
Tramadol,Ampolla,Tramadol 100 mg,ml,Tramadol,Procaps,474.6486934,Bajo
Etinilestradiol Y Ciproterona,Tableta,"Etinilestradiol 2 mg + Ciproterona 0,035 mg",mg,Isbela,Procaps,399.3088488,Medio
Etinilestradiol Y Ciproterona,Tableta,"Etinilestradiol 2 mg + Ciproterona 0,035 mg",mg,Isbela,Procaps,331.8533468,Medio
Etinilestradiol Y Ciproterona,Tableta,"Etinilestradiol 0,035 mg + Ciproterona Acetato 2 mg",mg,Isbela,Procaps,404.7619048,Alto
Etinilestradiol Y Ciproterona,Tableta,"Etinilestradiol 0,035 mg + Ciproterona Acetato 2 mg",mg,Isbela,Procaps,343.7602286,Bajo
Tramadol,Ampolla,Tramadol 50 mg,ml,Tramadol,Procaps,430.0,Bajo
Tramadol,Ampolla,Tramadol 50 mg,ml,Tramadol,Procaps,382.3043293,Medio
Diclofenaco,Tubo,Diclofenaco 1 g,g,Clofenil,Patmar,7160.129568,Medio
Diclofenaco,Tubo,Diclofenaco 1 g,g,Diclofenaco,Pentacoop,5182.990009,Bajo
Diclofenaco,Tubo,Diclofenaco 1 g,g,Diclofenaco,Pentacoop,1568.947078,Bajo
Betametasona Y Antibioticos,Tubo,"Betametasona 0,04 g + Neomicina 0,5 g + Clotrimazol 1 g",g,Betametasona,American Generics,11249.62201,Alto
Betametasona Y Antibioticos,Tubo,"Betametasona 0,04 g + Neomicina 0,5 g + Clotrimazol 1 g",g,Betametasona,American Generics,8214.0,Bajo
Mosaprida,Tableta,Mosaprida 10 mg,mg,Bondigest,Lafrancol,4393.522013,Medio
Mosaprida,Tableta,Mosaprida 10 mg,mg,Bondigest,Lafrancol,2735.381476,Medio
Memantina,Tableta,Memantina 10 mg,mg,Valcox,Mega Labs,175.1086957,Medio
Salbutamol,Inhalador,Salbutamol 100 mcg,dosis,Airmax,Chalver,21012.6675,Medio
Salbutamol,Inhalador,Salbutamol 100 mcg,dosis,Airmax,Chalver,3741.578802,Bajo
Oxigeno,Cilindro,"Oxigeno 99,5 %",metros cubicos,Oxigeno Medicinal Gaseoso,Oxigenos Del Sur,15298.97276,Bajo
Oxigeno,Cilindro,"Oxigeno 99,5 %",metros cubicos,Oxigeno Medicinal Gaseoso,Oxigenos Del Sur,35830.66667,Bajo
Oxigeno,Cilindro,"Oxigeno 99,5 %",metros cubicos,Oxigeno Medicinal Gaseoso,Oxigenos Del Sur,39939.54167,Medio
Oxigeno,Cilindro,"Oxigeno 99,5 %",metros cubicos,Oxigeno Medicinal Gaseoso,Oxigenos Del Sur,32012.85714,Bajo
Oxigeno,Cilindro,"Oxigeno 99,5 %",metros cubicos,Oxigeno Medicinal Gaseoso,Oxigenos Del Sur,40386.51923,Medio
Tramadol,Capsula,Tramadol 50 mg,mg,Tramadol,Colmed,890.0,Medio
Tramadol,Capsula,Tramadol 50 mg,mg,Tramadol,Colmed,303.0769231,Medio
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Dolex Avanzado,Haleon,920.9902934,Alto
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Dolex Avanzado,Haleon,753.75,Alto
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Dolex Avanzado,Glaxosmithkline,920.9902934,Alto
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Dolex Avanzado,Glaxosmithkline,753.75,Alto
Diosmina,Tableta,Diosmina 600 mg,mg,Flebodia,Innothera,900.0,Medio
Diosmina,Tableta,Diosmina 600 mg,mg,Flebodia,Innothera,897.6392122,Medio
Tramadol,Frasco,Tramadol 100 mg,ml,Tramadol Clorhidrato,Colmed,6244.017094,Medio
Tramadol,Frasco,Tramadol 100 mg,ml,Tramadol Clorhidrato,Colmed,5600.0,Medio
Desvenlafaxina,Tableta,Desvenlafaxina 50 mg,mg,Pristiq,Pfizer,1278.0,Alto
Desvenlafaxina,Tableta,Desvenlafaxina 50 mg,mg,Pristiq,Pfizer,1131.462295,Alto
Desvenlafaxina,Tableta,Desvenlafaxina 100 mg,mg,Pristiq,Pfizer,2558.0,Medio
Desvenlafaxina,Tableta,Desvenlafaxina 100 mg,mg,Pristiq,Pfizer,2397.222958,Medio
Condroitin Sulfato,Frasco,Condroitin Sulfato 2 mg + Condroitin Sulfato 1 mg,ml,Splash Tears,Sophia,21598.0,Medio
Condroitin Sulfato,Frasco,Condroitin Sulfato 2 mg + Condroitin Sulfato 1 mg,ml,Splash Tears,Sophia,19279.34598,Medio
Acido Hialuronico Y Condroitina,Frasco,"Condroitin Sulfato 1,8 mg + Hialuronato De Sodio 1 mg",ml,Humylub,Sophia,35621.66502,Medio
Acido Hialuronico Y Condroitina,Frasco,"Condroitin Sulfato 1,8 mg + Hialuronato De Sodio 1 mg",ml,Humylub,Sophia,33544.75091,Medio
Calcio (Diferentes Sales En Combinacion),Ampolla,"Calcio (Diferentes Sales En Combinacion) 520 mg + Calcio (Diferentes Sales En Combinacion) 355,5 mg",ml,Gluconato De Calcio 10%,Ropsohn,1930.989115,Medio
Eritropoyetina,Jeringa Prellenada,Eritropoyetina 4000 ui + Eritropoyetina 4000 ui,ml,Eritropoyetina,Mega Labs,7836.058457,Alto
Filgrastim,Jeringa Prellenada,Filgrastim 300 mcg,ml,Filgrastim,Mega Labs,21041.13021,Bajo
Rifaximina,Tableta,Rifaximina 200 mg,mg,Flonorm,Alfasigma,3779.833333,Medio
Rifaximina,Tableta,Rifaximina 200 mg,mg,Flonorm,Alfasigma,1288.900859,Medio
Claritromicina,Vial,Claritromicina 500 mg,mg,Claritromicina,Vitalis,21000.0,Alto
Claritromicina,Vial,Claritromicina 500 mg,mg,Claritromicina,Vitalis,16773.16189,Alto
Nitazoxanida,Frasco,Nitazoxanida 2 g,ml,Larvisol,Armofar,11676.69023,Bajo
Nitazoxanida,Frasco,Nitazoxanida 2 g,ml,Larvisol,Armofar,21462.7619,Medio
Hidroclorotiazida Y Valsartan,Tableta,"Valsartan 160 mg + Hidroclorotiazida 12,5 mg",mg,Valsartan + Hidroclorotiazida,Genfar,698.1548541,Bajo
Cefradina,Tableta,Cefradina 500 mg,mg,Cefradina,Pentacoop,1004.87802,Medio
Betametasona Y Antibioticos,Tubo,"Clotrimazol 1 g + Betametasona 0,04 g + Neomicina 0,5 g",g,Skinderm,Ruecam,5905.977166,Bajo
Betametasona Y Antibioticos,Tubo,"Clotrimazol 1 g + Betametasona 0,04 g + Neomicina 0,5 g",g,Skinderm,Ruecam,8416.674865,Alto
Orlistat,Capsula,Orlistat 120 mg,mg,Orlistat,Ecar,1458.445946,Bajo
Orlistat,Capsula,Orlistat 120 mg,mg,Orlistat,Ecar,790.0,Medio
Secnidazol,Tableta,Secnidazol 1000 mg,mg,Secnidazol,La Sante,10619.5137,Medio
Difenoxilato Hidrocloruro Y Atropina Sulfato,Tableta,"Atropina Sulfato 0,025 mg + Difenoxilato Clorhidrato 2,5 mg",mg,Lomotil,Pfizer,1017.863248,Medio
Difenoxilato Hidrocloruro Y Atropina Sulfato,Tableta,"Atropina Sulfato 0,025 mg + Difenoxilato Clorhidrato 2,5 mg",mg,Lomotil,Pfizer,864.7820675,Medio
Ivermectina,Frasco,"Ivermectina 0,1 g",ml,Quanox,Siegfried,35972.62655,Medio
Ivermectina,Frasco,"Ivermectina 0,1 g",ml,Quanox,Siegfried,18062.07455,Medio
Oxibutinina,Tableta,Oxibutinina 5 mg,mg,Delifon,Best,305.8710223,Bajo
Oxibutinina,Tableta,Oxibutinina 5 mg,mg,Delifon,Best,259.5479793,Alto
Sulbutiamina,Tableta,Sulbutiamina 200 mg,mg,Neuro Up,Incobra,2712.543407,Medio
Sulbutiamina,Tableta,Sulbutiamina 200 mg,mg,Neuro Up,Incobra,531.0,Medio
Isotetrinoina,Capsula,Isotretinoina 20 mg,mg,Dermalona,Bago,3850.0,Bajo
Antigripal,Capsula,Antigripal,mg,Dimetapp Gripa,Siegfried,485.7351533,Medio
Esomeprazol,Capsula,Esomeprazol 40 mg,mg,Garmisch Esomax,Rowe,3677.680634,Medio
Esomeprazol,Capsula,Esomeprazol 40 mg,mg,Garmisch Esomax,Rowe,1018.269231,Bajo
Acido Ibandronico,Tableta,Acido Ibandronico 150 mg,mg,Ibanat,Mega Labs,15000.0,Medio
Levofloxacina,Tableta,Levofloxacina 500 mg,mg,Uroflav,Mega Labs,10200.7,Alto
Levofloxacina,Tableta,Levofloxacina 500 mg,mg,Uroflav,Mega Labs,510.0,Bajo
Cetirizina,Frasco,"Cetirizina 0,1 g",ml,Acidrine Jarabe,Novamed,12954.38596,Alto
Naproxeno Y Cafeina,Tableta,Naproxeno 220 mg + Cafeina 50 mg,mg,Dolumbar,Incobra,1195.670147,Medio
Naproxeno Y Cafeina,Tableta,Naproxeno 220 mg + Cafeina 50 mg,mg,Dolumbar,Incobra,577.6785714,Medio
Medroxiprogesterona Y Estrogeno,Ampolla,Estradiol 5 mg + Medroxiprogesterona 25 mg,ml,Femelin,American Generics,17925.43595,Medio
Medroxiprogesterona Y Estrogeno,Ampolla,Estradiol 5 mg + Medroxiprogesterona 25 mg,ml,Femelin,American Generics,3602.396724,Medio
Medroxiprogesterona Y Estrogeno,Ampolla,Medroxiprogesterona 25 mg + Estradiol 5 mg,ml,Femelin,American Generics,182.1608527,Medio
Articaina Y Adrenalina,Jeringa Prellenada,"Adrenalina Base 0,018 mg + Articaina 72 mg",ml,Septanest,Septodont,1547.620039,Medio
Desloratadina,Frasco,"Desloratadina 0,05 g",ml,Desna,Nevox,20571.2,Medio
Desloratadina,Frasco,"Desloratadina 0,05 g",ml,Desna,Nevox,11381.45455,Medio
Losartan,Tableta,Losartan 50 mg,mg,Satoren,Bussié,6666.65799,Alto
Losartan,Tableta,Losartan 50 mg,mg,Satoren,Bussié,4497.143791,Alto
Venlafaxina,Capsula,Venlafaxina 75 mg,mg,Venlafaxina,La Sante,742.0420704,Medio
Venlafaxina,Capsula,Venlafaxina 75 mg,mg,Venlafaxina,La Sante,550.8103856,Bajo
Venlafaxina,Capsula,Venlafaxina 150 mg,mg,Venlafaxina,La Sante,1429.706548,Medio
Venlafaxina,Capsula,Venlafaxina 150 mg,mg,Venlafaxina,La Sante,997.9982788,Bajo
Fexofenadina,Tableta,Fexofenadina 120 mg,mg,Fexofenadina,American Generics,3695.256255,Medio
Fexofenadina,Tableta,Fexofenadina 180 mg,mg,Fexofenadina,American Generics,2995.914851,Bajo
Nitazoxanida,Tableta,Nitazoxanida 500 mg,mg,Proxanida,Bremyng,3152.499079,Alto
Acido Salicilico Y Acido Lactico,Frasco,Acido Salicilico 20 g + Acido Lactico 5 g,ml,Kinor Nf,Mega Labs,29047.10127,Medio
Aceite De Higado De Bacalao Más Vitaminas,Frasco,"Vitamina A 2662,5 UI",ml,Emulsion De Scott,Haleon,9875.620643,Bajo
Aceite De Higado De Bacalao Más Vitaminas,Frasco,"Vitamina A 2662,5 UI",ml,Emulsion De Scott,Haleon,17236.2512,Alto
Norfloxacina,Capsula,Norfloxacina 400 mg,mg,S-Oripol,Ah Robins,1186.592593,Medio
Indapamida,Tableta,"Indapamida 1,5 mg",mg,Natrilix,Les Laboratoires Servier,357.9333333,Medio
Indapamida,Tableta,"Indapamida 1,5 mg",mg,Natrilix,Les Laboratoires Servier,356.5237009,Medio
Ibuprofeno,Tableta,Ibuprofeno 800 mg,mg,Buprofen,Labquifar,348.3333333,Medio
Ibuprofeno,Tableta,Ibuprofeno 800 mg,mg,Buprofen,Labquifar,181.1339751,Medio
Acetilcisteina,Sobre,Acetilcisteina 200 mg,g,Zifluvis,Bioquifar,587.6470588,Medio
Acetilcisteina,Sobre,Acetilcisteina 200 mg,g,Zifluvis,Bioquifar,570.0,Medio
Acetilcisteina,Sobre,Acetilcisteina 600 mg,g,Zifluvis,Bioquifar,2405.243553,Alto
Acetilcisteina,Sobre,Acetilcisteina 600 mg,g,Zifluvis,Bioquifar,1013.529412,Bajo
Sertralina,Tableta,Sertralina 100 mg,mg,Sertranquil,Bioquifar,853.9370079,Bajo
Sertralina,Tableta,Sertralina 100 mg,mg,Sertranquil,Bioquifar,135.0,Bajo
Sertralina,Tableta,Sertralina 50 mg,mg,Sertranquil,Bioquifar,570.2564951,Bajo
Sertralina,Tableta,Sertralina 50 mg,mg,Sertranquil,Bioquifar,101.7857143,Bajo
Aciclovir,Tubo,Aciclovir 5 g,g,Activiral Crema,Labquifar,4060.81901,Bajo
Aciclovir,Tubo,Aciclovir 5 g,g,Activiral Crema,Labquifar,2006.368835,Bajo
Metformina Y Vildagliptina,Tableta,Vildagliptina 50 mg + Metformina 500 mg,mg,Galvus Met,Novartis,886.5357143,Medio
Metformina Y Vildagliptina,Tableta,Vildagliptina 50 mg + Metformina 500 mg,mg,Galvus Met,Novartis,443.8214286,Medio
Cloruro De Sodio,Frasco,Cloruro De Sodio 9 mg,ml,Rhifisol Suero Fisiologico,Gerco,3610.216908,Bajo
Betametasona Y Antibioticos,Tubo,"Clotrimazol 1 g + Betametasona 0,04 g + Sulfato De Neomicina 0,5 g",g,Neotrisona,Medigen,7200.0,Medio
Betametasona Y Antibioticos,Tubo,"Clotrimazol 1 g + Betametasona 0,04 g + Sulfato De Neomicina 0,5 g",g,Neotrisona,Medigen,3500.0,Medio
Betametasona Y Antibioticos,Tubo,"Betametasona 0,04 g + Clotrimazol 0,04 g + Neomicina 0,5 g",g,Neotrisona Crema,Medigen,3501.330947,Medio
Cloruro De Sodio,Bolsa,"Cloruro De Sodio 2,5 g",ml,Enematrol,Biofluidos & Farma,22307.43352,Bajo
Valsartán Y Amlodipino,Tableta,Amlodipino 10 mg + Valsartan 320 mg,mg,Exforge,Novartis,2847.285714,Bajo
Valsartán Y Amlodipino,Tableta,Amlodipino 10 mg + Valsartan 320 mg,mg,Exforge,Novartis,1795.678571,Alto
Valsartán Y Amlodipino,Tableta,Valsartan 320 mg + Amlodipino 5 mg,mg,Exforge,Novartis,2724.821429,Bajo
Valsartán Y Amlodipino,Tableta,Valsartan 320 mg + Amlodipino 5 mg,mg,Exforge,Novartis,1831.892857,Alto
Oxigeno,Cilindro,Oxigeno 100 %,metros cubicos,Aire Medicinal,Oxigenos De Colombia,10038.28936,Medio
Oxigeno,Cilindro,Oxigeno 100 %,metros cubicos,Aire Medicinal,Oxigenos De Colombia,10311.08701,Bajo
Levocetirizina,Tableta,Levocetirizina 5 mg,mg,Levocetirizina,La Sante,2797.037176,Medio
Levocetirizina,Tableta,Levocetirizina 5 mg,mg,Levocetirizina,La Sante,325.9358974,Bajo
Clotrimazol,Ovulo,Clotrimazol 100 mg + Clotrimazol 200 mg,mg,Gynclox,Lafrancol,24958.84192,Medio
Clotrimazol,Ovulo,Clotrimazol 100 mg + Clotrimazol 200 mg,mg,Gynclox,Lafrancol,6550.393333,Medio
Acetaminofen Combinaciones,Capsula,Acetaminofen Combinaciones,mg,Zetygrip 4,Ruecam,357.5880401,Medio
Minociclina,Capsula,Minociclina 100 mg,mg,Minot,Mega Labs,5584.793697,Alto
Sodio Bicarbonato,Ampolla,Bicarbonato De Sodio 840 mg,ml,Bicarbonato De Sodio,Procaps,1200.097826,Medio
Vitamina C,Capsula,Vitamina C 500 mg,mg,Vitamina C,Novamed,135.826087,Medio
Dicloxacilina,Capsula,Dicloxacilina 500 mg,mg,Quimocyclar,Armofar,4665.966203,Alto
Macrogol,Sobre,Polietilenglicol 64 g,g,Clearovac,Beaufour Ipsen,16950.25,Medio
Macrogol,Sobre,Polietilenglicol 64 g,g,Clearovac,Beaufour Ipsen,9529.024952,Medio
Metformina,Tableta,Metformina 1000 mg,mg,Glucophage,Merck,3450.637755,Medio
Metformina,Tableta,Metformina 1000 mg,mg,Glucophage,Merck,2027.905063,Medio
Complejo B,Ampolla,Complejo B 100 mg + Complejo B 100 mg + Complejo B 1000 mcg,ml,Miodin,Labquifar,4600.0,Medio
Complejo B,Ampolla,Complejo B 100 mg + Complejo B 100 mg + Complejo B 1000 mcg,ml,Miodin,Labquifar,4223.794439,Medio
Acetilcisteina,Sobre,N-Acetilcisteina 2 g,g,Flumixol,Novamed,848.9228499,Bajo
Rosuvastatina,Capsula,Rosuvastatina 10 mg,mg,Rovaril,Procaps,6567.191601,Alto
Rosuvastatina,Capsula,Rosuvastatina 10 mg,mg,Rovaril,Procaps,233.4706559,Medio
Metronidazol,Frasco,Metronidazol 5 g,ml,Metronidazol,Best,5053.682243,Bajo
Metronidazol,Frasco,Metronidazol 5 g,ml,Metronidazol,Best,4077.0,Medio
Rosuvastatina,Capsula,Rosuvastatina 20 mg,mg,Rovaril,Procaps,13126.31579,Alto
Rosuvastatina,Capsula,Rosuvastatina 20 mg,mg,Rovaril,Procaps,278.3717631,Medio
Diosmina Y Hesperidina,Tableta,Diosmina 450 mg + Hesperidina 50 mg,mg,Vedipal,Monte Verde,936.7962242,Alto
Perindopril E Indapamida,Tableta,"Perindopril E Indapamida 1,25 mg + Perindopril 5 mg",mg,Bi Preterax,Les Laboratoires Servier,696.2333333,Medio
Perindopril E Indapamida,Tableta,"Perindopril E Indapamida 1,25 mg + Perindopril 5 mg",mg,Bi Preterax,Les Laboratoires Servier,687.0054545,Medio
Sucralfate,Tableta,Sucralfato 1000 mg,mg,Sugastrin,Farmaser,558.8004988,Medio
Sucralfate,Tableta,Sucralfato 1000 mg,mg,Sugastrin,Farmaser,324.2657856,Medio
Fosfato De Sodio,Bolsa,Fosfato De Sodio 6 g + Fosfato De Sodio 16 g,ml,Enematrol,Biofluidos & Farma,10265.13854,Medio
Labetalol,Ampolla,Labetalol 100 mg,ml,Trandate,Kern Pharma,17070.0,Alto
Labetalol,Ampolla,Labetalol 100 mg,ml,Trandate,Kern Pharma,15169.84339,Alto
Dioxido De Carbono,Cilindro,Dioxido De Carbono 99 %,kg,Dioxido De Carbono Medicinal,Cryogas,29599.5,Medio
Amoxicilina Y Acido Clavulanico,Tableta,Acido Clavulanico 125 mg + Amoxicilina 875 mg,mg,Koact,Aurobindo,973.0666667,Bajo
Amoxicilina Y Acido Clavulanico,Tableta,Acido Clavulanico 125 mg + Amoxicilina 500 mg,mg,Koact,Aurobindo,833.3333333,Bajo
